millis,Pres,Temp,NH3,CO,NO2
154817,13682,25.6,141,913,50
155141,13686,25.6,141,913,50
155461,13686,25.6,140,913,50
155782,13689,25.6,140,913,50
156103,13689,25.6,140,913,50
156424,13689,25.6,140,913,50
156744,13687,25.6,140,913,50
157066,13692,25.6,140,913,50
157386,13688,25.6,139,913,50
157707,13694,25.6,139,913,50
158027,13693,25.6,139,913,50
158350,13696,25.6,139,913,49
158670,13695,25.6,139,913,49
158992,13692,25.6,139,913,49
159312,13691,25.6,138,913,49
159633,13693,25.6,138,913,49
159956,13696,25.6,138,913,49
160277,13699,25.7,138,913,49
160599,13702,25.7,138,912,49
160919,13698,25.7,138,912,49
161240,13698,25.7,137,912,49
161560,13698,25.7,137,912,49
161882,13700,25.7,137,912,49
162202,13704,25.7,137,912,49
162523,13698,25.7,137,912,49
162843,13696,25.7,137,912,49
163165,13700,25.7,137,912,49
163485,13698,25.7,137,912,49
163806,13697,25.7,136,912,49
164127,13704,25.7,136,912,49
164448,13703,25.7,136,912,49
164771,13705,25.7,136,912,49
165092,13702,25.7,136,912,49
165412,13703,25.7,136,912,48
165733,13706,25.7,136,912,49
166054,13707,25.7,136,912,48
166375,13706,25.7,135,912,48
166695,13706,25.7,135,912,48
167016,13708,25.7,135,912,48
167336,13708,25.7,135,912,48
167658,13708,25.7,135,912,48
167980,13710,25.7,135,912,48
168300,13710,25.7,135,912,48
168622,13711,25.7,135,912,48
168942,13712,25.7,135,912,48
169263,13715,25.7,134,911,48
169586,13716,25.7,134,912,48
169907,13712,25.7,134,911,48
170227,13716,25.7,134,911,48
170548,13716,25.7,134,911,48
170869,13715,25.7,134,911,48
171190,13716,25.7,134,911,48
171510,13713,25.7,134,911,48
171831,13720,25.7,134,911,48
172152,13716,25.7,133,911,48
172473,13721,25.7,133,911,48
172793,13723,25.7,133,911,48
173114,13723,25.7,133,911,48
173434,13721,25.7,133,911,48
173755,13721,25.7,133,911,48
174076,13727,25.7,133,911,48
174400,13722,25.7,133,911,48
174721,13720,25.7,133,911,48
175041,13722,25.7,132,911,48
175362,13722,25.7,132,911,48
175682,13724,25.7,132,911,48
176004,13726,25.7,132,911,48
176324,13723,25.7,132,911,48
176645,13725,25.7,132,911,48
176965,13724,25.7,132,911,48
177286,13728,25.7,132,911,48
177608,13730,25.8,132,910,48
177930,13726,25.8,132,910,48
178250,13733,25.8,131,910,47
178571,13729,25.8,131,910,48
178891,13732,25.8,131,910,47
179215,13732,25.8,131,910,47
179535,13729,25.8,131,910,47
179857,13729,25.8,131,910,47
180177,13731,25.8,131,910,47
180498,13732,25.8,131,910,47
180818,13731,25.8,131,910,47
181140,13732,25.8,131,910,47
181460,13731,25.8,130,910,47
181781,13731,25.8,130,910,47
182102,13732,25.8,130,910,47
182422,13735,25.8,130,910,47
182744,13731,25.8,130,910,47
183064,13735,25.8,130,910,47
183385,13736,25.8,130,910,47
183705,13736,25.8,130,910,47
184029,13733,25.8,130,910,47
184349,13736,25.8,130,910,47
184670,13738,25.8,129,910,47
184990,14072,25.8,130,910,47
185312,14501,25.8,130,912,47
185632,14978,25.8,132,913,47
185953,15437,25.8,134,917,47
186273,15886,25.8,137,918,47
186594,16283,25.8,139,919,48
186914,16488,25.8,142,920,48
187237,16571,25.8,144,920,48
187557,16527,25.8,145,919,48
187878,16508,25.8,146,918,48
188198,16492,25.8,147,918,48
188519,16483,25.8,147,917,49
188853,16474,25.8,147,916,49
189175,16470,25.8,147,916,49
189498,16462,25.8,147,916,49
189820,16461,25.8,147,915,49
190143,16459,25.8,147,915,49
190467,16453,25.8,147,915,49
190789,16445,25.8,147,915,49
191112,16446,25.8,146,914,49
191434,16446,25.8,146,914,49
191758,16443,25.8,146,914,49
192080,16441,25.8,146,914,49
192403,16437,25.8,145,914,49
192726,16441,25.8,145,913,50
193048,16438,25.8,145,913,49
193372,16468,25.8,145,913,50
193696,17457,25.8,145,915,50
194020,18765,25.8,148,918,50
194342,20016,25.8,151,920,50
194665,21254,25.8,154,921,50
194989,22481,25.8,158,921,51
195311,23703,25.8,161,922,51
195634,24921,25.8,164,922,52
195957,26151,25.8,168,922,52
196280,27370,25.8,171,923,53
196604,28323,25.8,174,923,53
196928,28413,25.8,177,923,53
197251,28428,25.8,179,923,54
197573,29403,25.8,181,922,54
197897,30682,25.8,184,923,54
198219,31922,25.8,186,922,55
198545,33121,25.8,189,922,55
198867,34248,25.8,191,923,56
199191,35283,25.8,193,923,56
199514,36305,25.8,196,923,57
199836,37227,25.8,198,923,57
200160,37935,25.8,201,923,58
200482,38586,25.8,203,923,58
200805,39213,25.8,205,923,59
201128,39806,25.8,207,923,59
201451,40361,25.8,208,923,59
201774,40926,25.8,210,923,60
202097,41778,25.8,211,923,60
202420,42886,25.8,213,923,61
202742,44136,25.8,215,923,61
203066,45354,25.7,217,923,61
203392,46584,25.8,219,923,62
203714,47782,25.8,221,924,62
204037,48929,25.7,223,923,63
204359,49683,25.8,225,923,63
204683,50713,25.8,226,924,64
205005,51873,25.7,228,923,64
205328,53073,25.7,230,924,64
205651,54269,25.8,232,924,65
205974,55461,25.8,233,924,65
206299,56652,25.7,235,924,66
206621,57822,25.7,237,924,66
206945,58996,25.8,238,924,67
207267,60155,25.7,240,924,67
207590,61322,25.8,241,924,67
207913,62467,25.7,243,924,68
208239,63610,25.7,245,924,68
208562,64732,25.7,246,924,69
208884,65796,25.7,248,925,69
209208,65704,25.8,249,925,69
209530,65567,25.8,250,925,70
209853,65482,25.8,251,925,70
210177,65423,25.8,252,925,70
210499,65379,25.8,253,925,71
210822,65345,25.8,254,925,71
211145,65318,25.8,255,925,71
211468,65289,25.8,256,925,71
211790,65461,25.8,257,925,72
212114,66830,25.8,258,925,72
212436,68096,25.8,258,925,72
212759,69269,25.8,259,925,73
213085,70404,25.7,260,925,73
213408,71506,25.7,261,925,73
213731,72588,25.7,262,925,73
214053,73654,25.7,263,926,74
214377,74701,25.8,265,926,74
214700,75724,25.7,266,926,74
215022,76719,25.7,267,926,75
215346,77721,25.8,268,926,75
215668,78686,25.8,269,926,75
215993,79661,25.8,270,926,76
216315,80599,25.8,271,926,76
216639,81524,25.8,272,926,76
216962,82437,25.8,273,926,77
217284,83321,25.8,274,926,77
217608,84203,25.8,275,926,77
217933,85074,25.8,277,926,77
218256,85916,25.8,278,927,78
218578,86724,25.7,279,926,78
218902,87522,25.8,279,927,78
219225,88297,25.8,280,927,78
219548,89056,25.8,281,927,79
219871,89794,25.8,282,927,79
220193,90511,25.8,284,927,79
220517,91204,25.8,284,927,79
220839,91886,25.8,285,927,80
221162,92543,25.8,285,927,80
221485,93171,25.8,286,927,80
221808,93777,25.8,287,927,80
222131,94357,25.8,288,927,80
222453,94913,25.8,289,927,81
222777,95446,25.8,290,927,81
223102,95962,25.8,290,927,81
223425,96447,25.8,291,927,81
223748,96912,25.8,291,927,81
224070,97354,25.8,292,927,81
224393,97750,25.8,293,927,82
224716,98142,25.8,293,927,82
225039,98509,25.8,294,927,82
225361,98916,25.8,294,927,82
225686,99315,25.8,295,927,82
226009,99702,25.8,295,927,82
226331,100123,25.8,296,927,83
226654,100582,25.8,297,928,83
226977,100894,25.8,297,928,83
227300,101058,25.8,298,928,83
227625,101113,25.8,299,928,83
227948,101121,25.8,299,927,83
228271,101129,25.8,299,927,83
228594,101137,25.8,300,927,83
228917,101135,25.8,300,927,84
229239,101141,25.8,301,927,84
229562,101152,25.8,301,927,84
229884,101149,25.8,301,927,84
230208,101157,25.8,302,927,84
230531,101159,25.8,303,927,84
230853,101163,25.8,304,928,84
231176,101158,25.8,306,929,84
231498,101162,25.8,309,930,85
231822,101157,25.8,310,930,85
232144,101156,25.8,312,931,85
232470,101160,25.8,313,931,85
232793,101160,25.8,314,931,86
233115,101159,25.8,315,931,86
233439,101156,25.8,315,931,86
233761,101161,25.8,316,931,86
234084,101158,25.8,315,931,87
millis,Pres,Temp,NH3,CO,NO2
665,101151,25.5,96,829,73
988,101152,25.5,101,874,71
1310,101156,25.5,110,896,70
1636,101164,25.5,119,910,69
1958,101155,25.5,129,919,68
2282,101164,25.5,139,925,68
2605,101157,25.5,149,930,67
2927,101157,25.5,159,934,67
3253,101155,25.5,169,937,67
3575,101156,25.5,178,940,67
3899,101159,25.5,187,942,67
4221,101156,25.5,196,944,67
4544,101160,25.5,204,945,67
4867,101159,25.5,212,946,68
5190,101153,25.5,219,947,68
5513,101161,25.5,225,948,68
5835,101158,25.5,232,948,68
6158,101162,25.5,237,949,68
6481,101153,25.5,243,949,69
6804,101159,25.5,247,950,69
7127,101162,25.5,252,950,69
7449,101161,25.5,256,950,69
7773,101161,25.5,260,951,70
8095,101158,25.5,264,951,70
8421,101159,25.5,267,952,70
8743,101159,25.5,271,952,70
9066,101159,25.5,274,952,71
9390,101158,25.5,277,952,71
9712,101159,25.5,280,952,71
10035,101162,25.5,282,952,72
10357,101157,25.4,285,952,72
10681,101158,25.4,287,952,72
11003,101158,25.4,289,953,72
millis,Pres,Temp,NH3,CO,NO2
665,101165,24.1,29,483,48
988,101166,24.1,33,610,46
1310,101164,24.1,38,691,46
1637,101164,24.1,44,747,45
1959,101165,24.1,50,786,45
2282,101164,24.1,55,815,45
2608,101165,24.1,61,838,45
2930,101164,24.1,67,854,45
3254,101164,24.1,73,867,45
3576,101165,24.1,79,877,46
3899,101165,24.1,85,885,46
4221,101166,24.1,91,891,46
4545,101165,24.1,97,897,47
4868,101163,24.1,103,902,47
5190,101164,24.1,108,906,47
millis,Pres,Temp,NH3,CO,NO2
962,100675,23.4,12,13,91
1285,100673,23.4,12,14,88
,,,,,
1931,100675,23.4,13,19,83
2253,100673,23.4,13,22,80
2576,100674,23.4,13,25,78
2898,100671,23.4,13,28,76
3224,100669,23.4,14,33,75
3547,100668,23.4,15,41,76
3870,100670,23.4,15,46,75
millis,Pres,Temp,NH3,CO,NO2
239,100675,23.9,191,971,53
3563,100670,23.9,186,972,53
millis,Pres,Temp,NH3,CO,NO2
239,100674,24.1,245,979,59
3564,100672,24.1,246,982,59
6889,100670,24.1,246,982,59
millis,Pres,Temp,NH3,CO,NO2
366,101055,25,317,922,75
689,101049,25,322,930,75
1011,101047,25,328,934,74
1335,101045,25,333,935,74
1657,101040,25,337,936,74
1983,101049,25,341,936,74
2307,101049,25,344,936,74
2629,101046,25,347,937,74
2953,101049,25,349,937,74
3275,101049,25,351,937,75
3598,101046,25,352,937,75
3921,101044,25,354,936,75
4244,101048,25,355,936,75
4568,101045,25,356,936,75
4890,101045,25,356,936,75
5213,101048,25,357,936,76
5536,101044,25,357,936,76
5859,101046,25,358,936,76
6182,101051,25,358,936,76
6508,101050,25,358,936,76
6832,101049,25.1,359,936,76
7157,101053,25.1,359,936,76
7480,101052,25.1,360,936,77
7802,101048,25.1,361,936,77
8125,101051,25.1,361,936,77
8449,101051,25.1,362,936,77
8771,101048,25.1,363,937,77
9094,101046,25.1,364,937,78
9416,101047,25.1,365,938,78
9740,101048,25.1,367,938,78
10062,101048,25.1,368,938,78
10385,101047,25.1,368,938,78
10708,101046,25.1,367,937,79
11031,101047,25.1,367,937,79
11354,101050,25.1,367,937,79
11677,101044,25.1,367,937,79
12002,101045,25.1,367,937,79
12325,101047,25.1,367,936,79
12648,101049,25.1,367,936,79
12971,101048,25.1,367,936,79
13293,101051,25.1,367,936,79
13616,101048,25.1,367,936,79
13939,101051,25.1,367,936,79
14262,101052,25.1,368,936,80
14584,101048,25.1,368,936,80
14907,101049,25.1,368,936,80
15229,101047,25.1,368,936,80
15552,101043,25.1,367,936,80
15876,101049,25.1,367,936,80
16200,101051,25.1,367,935,80
16523,101049,25.1,368,936,80
16848,101047,25.1,368,935,80
17171,101045,25.1,367,934,80
17537,101050,25.1,366,934,80
17948,101050,25.1,366,934,80
18271,101045,25.1,366,935,80
18594,101047,25.1,367,936,80
18917,101052,25.1,368,937,80
19239,101050,25.1,370,937,81
millis,Pres,Temp,NH3,CO,NO2
654,101055,25.1,320,927,80
976,101054,25.1,326,933,79
1299,101050,25.1,333,936,79
1622,101054,25.1,339,937,78
millis,Pres,Temp,NH3,CO,NO2
401,101053,25.1,343,929,77
722,101054,25.1,346,934,77
millis,Pres,Temp,NH3,CO,NO2
409,101047,25.2,128,834,68
732,101052,25.2,138,888,65
1054,101049,25.2,152,910,64
1378,101049,25.2,167,922,63
1700,101049,25.2,183,929,63
2023,101051,25.2,199,934,62
2345,101052,25.2,213,938,62
2669,101054,25.2,227,940,62
2992,101057,25.2,239,942,62
3314,101054,25.2,251,943,62
3637,101050,25.2,261,944,63
3960,101045,25.2,270,945,63
4283,101047,25.2,279,946,63
4605,101048,25.2,286,946,63
4931,101047,25.2,293,946,63
5254,101049,25.2,298,947,64
5577,101047,25.2,304,947,64
5900,101048,25.2,309,947,64
6222,101049,25.2,314,947,64
6548,101051,25.2,318,948,65
6871,101050,25.2,322,947,65
7194,101049,25.2,325,947,65
7517,101050,25.2,328,945,66
7839,101048,25.2,329,945,66
8162,101053,25.2,331,945,66
8485,101044,25.2,333,946,66
8808,101047,25.2,336,947,66
9131,101054,25.3,339,947,67
9453,101050,25.3,342,947,67
9777,101046,25.2,344,947,67
10102,101051,25.3,347,947,67
10425,101052,25.3,348,943,68
10747,101052,25.3,347,941,68
11070,101049,25.3,348,941,68
11394,101051,25.3,349,942,68
11716,101053,25.3,352,945,68
millis,Pres,Temp,NH3,CO,NO2
405,101048,25.2,324,936,69
728,101051,25.2,328,942,68
1050,101050,25.3,333,944,68
1373,101053,25.3,337,945,68
1695,101050,25.3,341,946,68
2019,101046,25.3,345,946,68
2341,101052,25.3,349,945,68
2664,101047,25.3,352,946,68
2990,101049,25.3,355,946,68
3312,101045,25.3,355,940,68
3636,101050,25.3,354,939,68
3958,101048,25.3,355,940,68
4281,101045,25.3,357,942,68
4606,101047,25.3,360,944,69
4929,101049,25.3,363,945,69
5253,101043,25.3,366,946,69
5575,101048,25.3,368,947,69
5898,101047,25.3,370,947,70
6221,101048,25.3,372,948,70
6544,101046,25.3,373,948,70
6866,101047,25.3,375,948,70
7189,101047,25.3,376,948,71
7513,101049,25.3,377,948,71
7835,101052,25.3,378,948,71
8161,101050,25.3,378,947,71
8483,101052,25.3,378,947,72
8806,101049,25.3,378,947,72
9129,101050,25.3,378,946,72
9452,101050,25.3,378,946,72
9775,101046,25.3,378,946,72
10097,101050,25.3,378,946,73
10421,101048,25.3,378,946,73
10743,101052,25.3,379,947,73
11066,101047,25.3,382,947,73
11389,101050,25.3,383,947,73
11712,101047,25.3,383,947,74
12035,101046,25.3,383,947,74
12357,101042,25.3,384,947,74
12681,101040,25.3,386,947,74
13006,101045,25.4,387,947,74
13329,101040,25.4,388,947,75
13651,101044,25.3,388,947,75
13974,101042,25.3,388,947,75
14299,101042,25.4,388,947,75
14621,101045,25.4,388,946,75
14944,101047,25.4,389,947,76
15266,101044,25.3,390,947,76
15590,101044,25.4,390,946,76
15912,101043,25.4,390,946,76
16235,101041,25.4,389,946,76
16558,101045,25.4,390,946,76
16880,101045,25.4,391,946,76
17203,101045,25.4,391,946,77
17526,101040,25.4,391,946,77
17851,101044,25.4,392,946,77
18174,101045,25.4,392,947,77
18497,101045,25.4,393,947,77
18820,101042,25.4,393,947,77
19142,101042,25.4,393,947,78
19465,101046,25.4,393,947,78
19787,101040,25.4,394,947,78
20111,101041,25.4,395,947,78
20433,101038,25.3,395,947,78
20756,101044,25.3,396,947,78
21079,101046,25.3,396,947,78
21401,101044,25.4,396,947,79
21725,101046,25.4,397,947,79
22047,101041,25.4,397,947,79
22370,101044,25.4,397,946,79
22695,101046,25.4,397,946,79
23018,101044,25.4,397,946,79
23341,101043,25.4,397,946,79
23664,101047,25.4,397,946,79
23989,101045,25.4,397,946,79
24311,101047,25.4,397,946,79
24634,101048,25.4,397,946,80
24956,101045,25.4,397,946,80
25280,101050,25.4,397,946,80
25603,101045,25.4,397,946,80
25925,101045,25.4,396,945,80
26249,101044,25.4,396,945,80
26571,101045,25.4,396,945,80
26894,101044,25.4,396,945,80
27216,101044,25.4,397,946,80
27543,101043,25.4,396,944,80
27866,101044,25.4,395,942,80
28188,101051,25.4,393,940,80
28511,101047,25.4,393,939,80
28834,101044,25.4,393,940,80
29157,101043,25.4,394,942,80
29479,101045,25.4,395,944,80
29803,101047,25.4,396,945,80
30126,101049,25.4,397,945,81
30449,101044,25.4,398,945,81
30772,101043,25.4,398,944,81
31094,101043,25.4,398,944,81
31418,101046,25.4,397,944,81
31740,101048,25.4,396,944,81
32063,101042,25.4,396,944,81
32389,101044,25.4,396,944,81
32712,101041,25.4,396,944,81
33035,101039,25.4,396,944,81
33357,101040,25.4,397,945,81
33682,101039,25.4,397,945,81
34004,101039,25.4,398,946,81
34328,101044,25.4,398,946,81
34651,101046,25.4,398,946,82
34973,101049,25.4,398,946,82
35297,101046,25.4,398,945,82
35619,101042,25.4,398,945,82
35942,101048,25.4,399,946,82
36265,101050,25.4,399,946,82
36588,101047,25.4,400,946,82
36911,101047,25.4,400,946,82
37236,101048,25.4,400,946,82
37560,101047,25.4,400,945,82
37882,101048,25.4,400,945,82
38206,101045,25.4,399,945,82
38529,101048,25.4,399,945,83
38851,101046,25.4,399,945,83
39175,101049,25.4,399,945,83
39497,101052,25.5,398,945,83
39820,101051,25.5,398,945,83
millis,Pres,Temp,NH3,CO,NO2
385,101046,25.4,327,924,80
707,101039,25.4,330,933,79
1030,101046,25.5,336,938,78
1353,101042,25.5,342,940,77
1676,101051,25.5,349,942,77
1998,101045,25.5,354,943,77
2324,101043,25.4,357,942,77
2648,101045,25.5,360,943,77
2970,101046,25.5,365,944,76
3293,101048,25.5,368,944,76
3618,101048,25.5,371,945,77
3942,101046,25.5,374,945,77
4264,101047,25.5,376,945,77
4587,101049,25.5,377,945,77
4911,101046,25.5,378,945,77
5233,101049,25.5,379,945,77
5556,101050,25.5,380,945,77
5878,101049,25.5,380,944,77
6202,101050,25.5,379,944,77
6524,101050,25.5,379,944,77
6847,101050,25.5,379,944,77
7173,101052,25.5,379,944,77
7495,101049,25.5,380,944,78
7819,101045,25.5,381,944,78
8141,101054,25.5,382,944,78
8464,101055,25.5,383,944,78
8787,101052,25.5,384,944,78
9110,101052,25.5,384,944,78
9433,101047,25.5,384,943,78
9755,101048,25.5,384,943,79
10079,101045,25.5,384,943,79
10401,101048,25.5,384,943,79
10724,101056,25.5,385,943,79
11046,101053,25.5,385,943,79
11370,101051,25.5,384,943,79
11693,101051,25.5,384,943,79
12015,101051,25.5,384,943,79
12341,101049,25.5,384,942,79
12663,101054,25.5,383,942,80
12987,101053,25.5,383,942,80
13310,101051,25.5,383,942,80
13633,101051,25.5,383,942,80
13957,101052,25.5,383,942,80
14279,101049,25.5,383,941,80
14602,101055,25.5,383,941,80
14924,101052,25.5,383,941,80
15247,101051,25.5,382,941,80
15569,101051,25.6,382,941,80
15893,101050,25.5,381,941,80
16216,101053,25.5,381,941,80
16538,101052,25.6,381,941,80
16861,101052,25.6,381,941,80
17186,101051,25.6,381,941,80
17509,101053,25.6,381,941,80
17831,101050,25.6,382,942,80
18154,101051,25.6,383,942,81
18478,101054,25.6,384,942,81
18800,101050,25.6,384,942,81
19123,101050,25.6,385,942,81
19445,101053,25.6,385,942,81
19768,101052,25.6,386,943,81
20090,101052,25.6,387,943,82
20414,101050,25.6,388,943,82
20737,101055,25.6,389,944,82
21059,101054,25.6,389,944,82
21382,101050,25.6,390,943,82
21704,101050,25.6,390,943,82
22030,101054,25.6,390,943,83
22352,101046,25.6,390,943,83
22676,101048,25.6,390,943,83
22999,101049,25.6,390,943,83
23323,101054,25.6,390,943,83
23646,101052,25.6,390,943,83
23969,101051,25.6,391,943,83
24292,101051,25.6,391,943,83
24614,101053,25.6,391,943,83
24937,101051,25.6,391,943,84
25261,101053,25.6,392,943,84
25583,101053,25.6,392,943,84
25906,101051,25.6,392,943,84
26229,101047,25.6,392,943,84
26552,101047,25.6,392,943,84
26877,101052,25.6,391,943,84
27200,101052,25.6,391,943,84
27524,101050,25.6,391,942,84
27846,101052,25.6,390,942,84
28169,101048,25.6,390,942,85
28491,101054,25.6,390,942,85
28815,101054,25.6,390,942,85
29137,101052,25.6,389,942,85
29460,101054,25.6,389,942,85
29784,101048,25.6,389,942,85
30106,101055,25.6,389,942,85
30429,101055,25.6,389,942,85
30751,101053,25.6,389,942,85
31075,101050,25.6,389,942,85
31397,101051,25.6,389,942,85
31723,101048,25.6,389,942,85
32046,101054,25.6,389,942,85
32369,101048,25.6,389,942,85
32692,101051,25.6,389,942,85
33016,101054,25.6,389,942,85
33339,101047,25.6,389,942,86
33661,101051,25.6,389,942,86
33985,101052,25.6,389,942,86
34308,101051,25.6,389,942,86
34630,101052,25.6,388,941,86
34954,101051,25.6,388,941,86
35276,101052,25.6,387,940,86
35599,101052,25.6,387,940,86
35921,101053,25.6,387,940,86
36245,101049,25.6,387,940,86
36571,101053,25.6,388,941,86
36893,101049,25.6,389,941,86
37216,101049,25.6,389,941,86
37539,101055,25.6,390,941,86
37862,101052,25.6,390,941,86
38184,101051,25.6,390,942,86
38507,101051,25.6,391,942,86
38831,101051,25.6,391,942,86
39153,101052,25.6,391,942,87
39476,101050,25.6,391,942,87
39799,101050,25.6,391,942,87
40122,101049,25.6,391,942,87
40444,101053,25.6,391,942,87
40767,101050,25.6,390,942,87
41091,101050,25.6,390,941,87
41416,101051,25.6,389,941,87
41739,101047,25.6,389,941,87
42061,101050,25.6,388,940,87
42384,101051,25.6,388,940,87
42708,101050,25.6,389,940,87
43032,101048,25.6,389,940,87
43355,101047,25.6,390,941,87
43677,101047,25.6,390,941,87
44001,101045,25.6,390,941,87
44323,101047,25.6,390,941,87
44646,101050,25.6,390,941,87
44968,101045,25.6,390,940,87
45292,101047,25.6,390,940,87
45615,101047,25.6,390,940,87
45937,101044,25.6,390,940,88
46263,101050,25.6,390,940,88
46586,101045,25.6,390,941,88
46909,101045,25.6,390,941,88
47232,101050,25.6,390,941,88
47555,101049,25.6,390,940,88
47878,101052,25.6,389,940,88
48200,101049,25.6,388,940,88
48523,101050,25.6,388,940,88
48846,101048,25.6,387,939,88
49169,101047,25.6,387,940,88
49491,101050,25.6,387,940,88
49815,101049,25.6,387,940,88
50138,101049,25.6,388,940,88
50460,101050,25.6,388,940,88
50783,101047,25.6,388,940,88
51108,101051,25.6,388,940,88
51432,101049,25.6,388,940,88
51755,101050,25.6,387,939,88
52077,101049,25.6,387,939,88
52402,101052,25.6,386,939,88
