millis,Pres,Temp,NH3,CO,NO2
13048007,100119,29.7,437,810,159
13048333,100117,29.7,437,810,159
13048658,100117,29.7,437,810,159
13048984,100119,29.7,437,810,159
13049310,100123,29.7,437,810,159
13049635,100117,29.7,437,810,159
13049962,100119,29.7,437,810,159
13050288,100116,29.7,437,810,159
13050613,100120,29.7,437,810,159
13050939,100123,29.7,437,810,159
13051265,100120,29.7,437,810,159
13051601,100115,29.7,437,810,159
13051927,100120,29.7,437,810,159
13052253,100122,29.7,437,810,159
13052578,100118,29.7,437,810,159
13052905,100118,29.7,437,810,159
13053231,100119,29.8,437,810,159
13053556,100117,29.8,437,810,159
13053882,100122,29.8,437,810,159
13054208,100122,29.8,437,810,159
13054533,100121,29.8,437,810,159
13054859,100120,29.8,437,810,159
13055184,100119,29.8,437,810,159
13055510,100120,29.8,437,810,159
13055836,100122,29.8,437,810,159
13056163,100121,29.8,437,810,159
13056489,100121,29.8,437,810,159
13056815,100123,29.8,436,810,159
13057140,100120,29.8,436,810,159
13057467,100117,29.8,436,810,159
13057793,100120,29.8,436,810,159
13058118,100119,29.8,436,810,159
13058444,100120,29.8,436,810,159
13058769,100121,29.8,436,810,159
13059095,100120,29.8,436,810,159
13059421,100120,29.8,436,810,159
13059746,100120,29.8,436,810,159
13060072,100119,29.8,436,810,159
13060400,100119,29.8,436,810,159
13060725,100117,29.8,436,810,159
13061052,100117,29.8,436,810,159
13061378,100120,29.8,436,810,159
13061705,100119,29.8,436,810,159
13062031,100122,29.8,436,810,159
13062356,100120,29.8,436,810,159
13062682,100120,29.8,436,810,159
13063008,100121,29.8,436,810,159
13063334,100118,29.8,436,810,159
13063660,100122,29.8,436,810,159
13063986,100123,29.8,436,810,159
13064311,100117,29.8,436,810,159
13064637,100121,29.8,436,810,159
13064966,100124,29.8,436,810,159
13065291,100118,29.8,436,810,159
13065617,100119,29.8,436,810,159
13065944,100120,29.8,436,810,159
13066269,100118,29.8,436,810,159
13066595,100120,29.8,436,810,159
13066920,100116,29.8,436,810,159
13067246,100118,29.8,436,810,159
13067572,100122,29.8,436,810,159
13067897,100122,29.8,436,810,159
13068224,100122,29.8,436,810,159
13068550,100121,29.8,436,810,159
13068875,100122,29.8,436,810,159
13069204,100121,29.8,436,810,159
13069530,100121,29.8,436,810,159
13069855,100123,29.8,436,810,159
13070181,100120,29.8,436,810,159
13070507,100119,29.8,436,810,159
13070832,100120,29.8,436,810,159
13071159,100121,29.8,436,810,159
13071486,100119,29.8,436,810,159
13071812,100116,29.8,436,810,159
13072138,100120,29.8,435,810,159
13072463,100122,29.8,435,810,159
13072789,100121,29.8,435,810,159
13073115,100117,29.8,435,810,159
13073440,100119,29.8,435,810,159
13073769,100118,29.8,435,810,159
13074095,100118,29.8,435,810,159
13074420,100120,29.8,435,810,159
13074747,100117,29.8,435,810,159
13075073,100120,29.8,435,810,159
13075398,100114,29.8,435,810,159
13075724,100116,29.8,435,810,159
13076049,100114,29.8,435,810,159
13076375,100117,29.8,435,810,159
13076701,100120,29.8,435,810,159
13077027,100127,29.8,435,810,159
13077353,100123,29.8,435,810,159
13077679,100119,29.8,435,810,159
13078007,100114,29.8,435,810,159
13078333,100123,29.8,435,810,159
13078659,100121,29.8,435,809,159
13078984,100119,29.8,435,810,159
13079310,100116,29.8,435,810,159
13079635,100118,29.8,435,810,159
13079962,100119,29.8,435,810,159
13080288,100122,29.8,435,810,159
13080613,100122,29.8,435,810,159
13080939,100124,29.8,435,810,159
13081267,100124,29.8,435,810,159
13081592,100123,29.8,435,810,159
13081918,100123,29.8,435,810,159
13082244,100120,29.8,435,810,159
13082572,100121,29.8,435,810,159
13082898,100120,29.8,435,810,159
13083225,100123,29.8,435,810,158
13083550,100123,29.8,435,810,159
13083876,100120,29.8,435,810,159
13084201,100122,29.8,435,810,159
13084527,100122,29.8,435,810,159
13084853,100119,29.8,435,809,158
13085179,100119,29.8,435,809,158
13085505,100123,29.8,435,810,158
13085831,100120,29.8,435,809,159
13086156,100121,29.8,435,810,158
13086482,100122,29.8,435,809,158
13086811,100126,29.8,435,810,158
13087136,100124,29.8,434,810,158
13087462,100125,29.8,434,809,158
13087788,100122,29.8,434,809,158
13088113,100120,29.8,434,809,158
13088439,100128,29.8,434,809,158
13088764,100120,29.8,434,809,158
13089090,100123,29.8,434,809,158
13089416,100121,29.8,434,809,158
13089741,100123,29.8,434,809,158
13090067,100127,29.8,434,809,158
13090393,100123,29.8,434,809,158
13090718,100123,29.8,434,809,158
13091046,100123,29.8,434,809,158
13091375,100122,29.8,434,809,158
13091700,100121,29.8,434,809,158
13092026,100121,29.8,434,809,158
13092352,100122,29.8,434,809,158
13092677,100122,29.8,434,809,158
13093003,100125,29.8,434,809,158
13093328,100121,29.8,434,809,158
13093654,100118,29.8,434,809,158
13093980,100120,29.8,434,809,158
13094305,100119,29.8,434,809,158
13094631,100117,29.8,434,809,158
13094957,100119,29.8,434,809,158
13095282,100119,29.8,434,809,158
13095610,100120,29.8,434,809,158
13095937,100123,29.8,434,809,158
13096262,100120,29.8,434,809,158
13096588,100120,29.9,434,809,158
13096913,100125,29.9,434,809,158
13097239,100120,29.8,434,809,158
13097565,100122,29.9,434,809,158
13097890,100117,29.8,434,809,158
13098217,100118,29.8,434,809,158
13098543,100116,29.9,434,809,158
13098868,100119,29.9,434,809,158
13099194,100117,29.9,434,809,158
13099520,100120,29.9,434,809,158
13099848,100120,29.9,434,809,158
13100174,100120,29.9,434,809,158
13100499,100120,29.9,434,809,158
13100827,100122,29.9,434,809,158
13101154,100120,29.9,434,809,158
13101479,100119,29.9,434,809,158
13101805,100118,29.9,434,809,158
13102131,100122,29.9,433,809,158
13102456,100122,29.9,433,809,158
13102782,100118,29.9,433,809,158
13103109,100120,29.9,433,809,158
13103434,100123,29.9,433,809,158
13103760,100119,29.9,433,809,158
13104086,100117,29.9,433,809,158
13104414,100116,29.9,433,809,158
13104740,100116,29.9,433,809,158
13105065,100115,29.9,433,809,158
13105391,100119,29.9,433,809,158
13105717,100117,29.9,433,809,158
13106043,100116,29.9,433,809,158
13106369,100118,29.9,433,809,158
13106695,100113,29.9,433,809,158
13107020,100123,29.9,433,809,158
13107346,100120,29.9,433,809,158
13107672,100119,29.9,433,809,158
13107997,100113,29.9,433,809,158
13108324,100118,29.9,433,809,158
13108652,100121,29.9,433,809,158
13108978,100120,29.9,433,809,158
13109304,100117,29.9,433,809,158
13109629,100124,29.9,433,809,158
13109955,100124,29.9,433,809,158
13110281,100117,29.9,433,809,158
13110608,100125,29.9,433,809,158
13110934,100122,29.9,433,809,158
13111261,100125,29.9,433,809,158
13111586,100125,29.9,433,809,158
13111912,100124,29.9,433,809,158
13112238,100119,29.9,433,809,158
13112563,100123,29.9,433,809,158
13112889,100123,29.9,433,809,158
13113218,100122,29.9,433,809,158
13113544,100118,29.9,433,809,158
13113870,100119,29.9,433,809,158
13114195,100117,29.9,433,809,158
13114521,100116,29.9,433,809,158
13114848,100116,29.9,433,809,158
13115173,100120,29.9,433,809,158
13115499,100121,29.9,433,809,158
13115825,100122,29.9,433,809,158
13116150,100119,29.9,433,809,158
13116477,100118,29.9,432,809,158
13116803,100120,29.9,432,809,158
13117128,100116,29.9,432,809,158
13117457,100115,29.9,432,809,158
13117783,100116,29.9,432,809,158
13118109,100120,29.9,432,809,158
13118435,100116,29.9,432,809,158
13118760,100124,29.9,432,809,158
13119086,100115,29.9,432,809,158
13119412,100118,29.9,432,809,158
13119738,100117,29.9,432,809,158
13120064,100115,29.9,432,809,158
13120392,100120,29.9,432,809,158
13120718,100121,29.9,432,809,158
13121044,100120,29.9,432,809,158
13121370,100129,29.9,432,809,158
13121696,100127,29.9,432,809,158
13122024,100123,29.9,432,809,158
13122351,100124,29.9,432,809,158
13122676,100124,29.9,432,809,158
13123002,100118,29.9,432,809,158
13123328,100121,29.9,432,809,158
13123653,100123,29.9,432,809,158
13123979,100123,29.9,432,809,158
13124305,100123,29.9,432,809,158
13124631,100121,29.9,432,809,158
13124957,100122,29.9,432,809,158
13125282,100123,29.9,432,809,158
13125608,100120,29.9,432,809,158
13125934,100123,29.9,432,809,158
13126262,100122,29.9,432,809,158
13126589,100118,29.9,432,809,158
13126915,100121,29.9,432,809,158
13127240,100122,29.9,432,809,158
13127566,100123,29.9,432,809,158
13127891,100121,29.9,432,809,158
13128218,100122,29.9,432,809,158
13128544,100121,29.9,432,809,158
13128869,100123,29.9,432,809,158
13129195,100123,29.9,432,809,158
13129521,100122,29.9,432,809,158
13129846,100119,29.9,432,809,158
13130174,100121,29.9,432,809,158
13130501,100120,29.9,432,809,158
13130828,100124,29.9,432,809,158
13131155,100120,29.9,432,809,158
13131481,100123,29.9,432,809,158
13131806,100125,29.9,432,809,158
13132133,100122,29.9,432,809,158
13132459,100123,29.9,431,809,158
13132784,100118,29.9,432,808,158
13133111,100126,29.9,431,809,158
13133436,100125,29.9,431,809,158
13133762,100125,29.9,431,808,158
13134089,100124,29.9,431,808,158
13134414,100123,29.9,431,809,158
13134740,100124,29.9,431,808,158
13135069,100126,29.9,431,809,158
13135395,100120,29.9,431,808,158
13135721,100122,29.9,431,808,158
13136047,100123,29.9,431,808,158
13136373,100126,29.9,431,808,158
13136699,100120,29.9,431,809,158
13137025,100120,29.9,431,808,158
13137351,100117,29.9,431,808,158
13137677,100123,29.9,431,808,158
13138002,100120,29.9,431,808,158
13138328,100123,29.9,431,808,158
13138655,100118,29.9,431,808,158
13138980,100116,29.9,431,808,158
13139306,100118,29.9,431,808,158
13139635,100120,29.9,431,808,158
13139962,100118,29.9,431,808,158
13140288,100117,29.9,431,808,158
13140615,100119,29.9,431,808,158
13140940,100122,29.9,431,808,158
13141266,100118,29.9,431,808,158
13141592,100120,29.9,431,808,158
13141917,100120,30,431,808,158
13142243,100118,30,431,808,158
13142569,100118,30,431,808,158
13142895,100122,30,431,808,158
13143221,100131,30,431,808,158
13143546,100127,30,431,808,158
13143875,100125,30,431,808,158
13144201,100126,30,431,808,158
13144573,100123,30,431,808,158
13144899,100124,30,431,808,158
13145225,100125,30,431,808,158
13145550,100124,30,431,808,158
13145876,100125,30,431,808,158
13146202,100126,30,431,808,158
13146527,100123,30,431,808,158
13146854,100124,30,431,808,157
13147180,100124,30,431,808,158
13147505,100121,30,430,808,157
13147831,100125,30,430,808,157
13148156,100125,30,430,808,157
13148485,100123,30,430,808,157
13148811,100126,30,430,808,157
13149136,100125,30,430,808,157
13149462,100122,30,430,808,157
13149790,100120,30,430,808,157
13150116,100121,30,430,808,157
13150442,100123,30,430,808,157
13150768,100120,30,430,808,157
13151093,100126,30,430,808,157
13151419,100124,30,430,808,157
13151745,100126,30,430,808,157
13152070,100125,30,430,808,157
13152397,100125,30,430,808,157
13152724,100125,30,430,808,157
13153051,100123,30,430,808,157
13153377,100127,30,430,808,157
13153702,100123,30,430,808,157
13154028,100128,30,430,808,157
13154354,100128,30,430,808,157
13154679,100130,30,430,808,157
13155006,100128,30,430,808,157
13155332,100127,30,430,808,157
13155657,100128,30,430,808,157
13155983,100129,30,430,808,157
13156308,100129,30,430,808,157
13156634,100130,30,430,808,157
13156960,100127,30,430,808,157
13157288,100125,30,430,808,157
13157614,100125,30,430,808,157
13157940,100125,30,430,808,157
13158265,100125,30,430,808,157
13158591,100123,30,430,808,157
13158917,100122,30,430,808,157
13159242,100125,30,430,808,157
13159570,100120,30,430,808,157
13159896,100121,30,430,808,157
13160221,100122,30,430,808,157
13160547,100123,30,430,808,157
13160872,100123,30,430,808,157
13161198,100123,30,430,808,157
13161534,100128,30,429,808,157
13161860,100125,30,429,808,157
13162185,100128,30,429,808,157
13162511,100123,30,429,808,157
13162836,100125,30,429,808,157
13163162,100129,30,429,808,157
13163488,100124,30,429,808,157
13163813,100123,30,429,808,157
13164139,100128,30,429,808,157
13164465,100134,30,429,808,157
13164791,100130,30,429,808,157
13165117,100124,30,429,808,157
13165443,100126,30,429,808,157
13165768,100128,30,429,808,157
13166096,100128,30,429,808,157
13166422,100127,30,429,808,157
13166748,100125,30,429,808,157
13167074,100128,30,429,808,157
13167399,100128,30,429,808,157
13167725,100128,30,429,808,157
13168051,100126,30,429,808,157
13168376,100128,30,429,808,157
13168702,100123,30,429,808,157
13169030,100127,30,429,808,157
13169356,100124,30,429,808,157
13169682,100123,30,429,808,157
13170008,100126,30,429,808,157
13170336,100126,30,429,808,157
13170662,100124,30,429,808,157
13170988,100123,30,429,808,157
13171313,100126,30,429,808,157
13171639,100122,30,429,808,157
13171964,100121,30,429,808,157
13172291,100123,30,429,808,157
13172617,100123,30,429,808,157
13172942,100120,30,429,808,157
13173268,100119,30,429,808,157
13173594,100121,30,429,808,157
13173919,100125,30,429,808,157
13174245,100120,30,429,808,157
13174572,100123,30,429,808,157
13174899,100126,30,429,808,157
13175226,100122,30,429,808,157
13175552,100120,30,429,808,157
13175877,100125,30,429,808,157
13176203,100125,30,429,808,157
13176528,100124,30,429,808,157
13176854,100121,30,429,808,157
13177180,100122,30,429,808,157
13177506,100122,30,429,808,157
13177832,100119,30,428,808,157
13178158,100129,30,429,807,157
13178483,100126,30,428,807,157
13178811,100126,30,428,808,157
13179140,100128,30,428,807,157
13179465,100129,30,428,808,157
13179791,100126,30,428,807,157
13180116,100124,30,428,807,157
13180442,100125,30,428,807,157
13180768,100126,30,428,807,157
13181094,100124,30,428,807,157
13181420,100126,30,428,807,157
13181746,100125,30,428,807,157
13182071,100123,30,428,807,157
13182397,100125,30,428,807,157
13182723,100124,30,428,807,157
13183048,100123,30,428,807,157
13183377,100124,30,428,807,157
13183703,100125,30,428,807,157
13184028,100125,30.1,428,807,157
13184355,100124,30,428,807,157
13184680,100123,30,428,807,157
13185006,100125,30,428,807,157
13185332,100122,30,428,807,157
13185657,100126,30.1,428,807,157
13185983,100124,30,428,807,157
13186310,100124,30.1,428,807,157
13186635,100125,30.1,428,807,157
13186961,100118,30,428,807,157
13187287,100124,30.1,428,807,157
13187612,100121,30.1,428,807,157
13187941,100121,30.1,428,807,157
13188269,100122,30.1,428,807,157
13188594,100124,30.1,428,807,157
13188920,100119,30.1,428,807,157
13189245,100119,30.1,428,807,157
13189572,100122,30.1,428,807,157
13189898,100126,30.1,428,807,157
13190223,100128,30.1,428,807,157
13190549,100123,30.1,428,807,157
13190875,100126,30.1,428,807,157
13191201,100124,30.1,428,807,157
13191527,100126,30.1,428,807,157
13191853,100124,30.1,428,807,157
13192181,100127,30.1,427,807,157
13192507,100126,30.1,427,807,157
13192833,100122,30.1,427,807,157
13193158,100122,30.1,427,807,157
13193484,100122,30.1,427,807,157
13193809,100124,30.1,427,807,157
13194135,100124,30.1,427,807,157
13194461,100125,30.1,427,807,157
13194786,100122,30.1,427,807,157
13195112,100126,30.1,427,807,157
13195438,100125,30.1,427,807,157
13195763,100121,30.1,427,807,157
13196089,100121,30.1,427,807,157
13196414,100121,30.1,427,807,157
13196743,100125,30.1,427,807,157
13197069,100124,30.1,427,807,157
13197394,100123,30.1,427,807,157
13197720,100126,30.1,427,807,157
13198046,100126,30.1,427,807,157
13198373,100123,30.1,427,807,157
13198699,100124,30.1,427,807,157
13199025,100123,30.1,427,807,157
13199350,100126,30.1,427,807,157
13199676,100122,30.1,427,807,157
13200002,100125,30.1,427,807,157
13200327,100122,30.1,427,807,157
13200653,100122,30.1,427,807,157
13200982,100123,30.1,427,807,157
13201307,100125,30.1,427,807,157
13201633,100124,30.1,427,807,157
13201958,100126,30.1,427,807,157
13202284,100122,30.1,427,807,157
13202610,100127,30.1,427,807,157
13202935,100125,30.1,427,807,157
13203262,100126,30.1,427,807,157
13203588,100125,30.1,427,807,157
13203913,100125,30.1,427,807,157
13204239,100122,30.1,427,807,157
13204564,100126,30.1,427,807,157
13204890,100125,30.1,427,807,157
13205217,100125,30.1,427,807,157
13205544,100125,30.1,427,807,157
13205871,100125,30.1,427,807,157
13206197,100122,30.1,427,807,157
13206522,100122,30.1,427,807,157
13206848,100127,30.1,427,807,156
13207174,100124,30.1,427,807,157
13207499,100120,30.1,426,807,157
13207825,100124,30.1,426,807,157
13208154,100121,30.1,426,807,157
13208479,100120,30.1,426,807,156
13208805,100123,30.1,426,807,156
13209131,100121,30.1,426,807,156
13209456,100129,30.1,426,807,156
13209785,100124,30.1,426,807,157
13210110,100121,30.1,426,807,156
13210436,100124,30.1,426,807,156
13210762,100121,30.1,426,807,156
13211087,100124,30.1,426,807,156
13211414,100124,30.1,426,807,156
13211740,100125,30.1,426,807,156
13212065,100127,30.1,426,807,156
13212391,100124,30.1,426,807,156
13212717,100120,30.1,426,807,156
13213042,100117,30.1,426,807,156
13213368,100120,30.1,426,807,156
13213693,100121,30.1,426,807,156
13214020,100120,30.1,426,807,156
13214348,100124,30.1,426,807,156
13214674,100121,30.1,426,807,156
13215000,100119,30.1,426,807,156
13215326,100118,30.1,426,807,156
13215651,100119,30.1,426,807,156
13215977,100117,30.1,426,807,156
13216303,100121,30.1,426,807,156
13216628,100121,30.1,426,807,156
13216954,100124,30.1,426,807,156
13217281,100124,30.1,426,807,156
13217606,100123,30.1,426,807,156
13217934,100119,30.1,426,807,156
13218259,100123,30.1,426,807,156
13218588,100128,30.1,426,807,156
13218914,100121,30.1,426,807,156
13219239,100119,30.1,426,807,156
13219565,100124,30.1,426,807,156
13219891,100124,30.1,426,807,156
13220216,100122,30.1,426,807,156
13220543,100124,30.1,426,806,156
13220869,100123,30.1,426,807,156
13221194,100124,30.1,426,807,156
13221520,100122,30.1,426,806,156
13221846,100121,30.1,426,806,156
13222171,100122,30.1,426,806,156
13222498,100119,30.1,426,806,156
13222823,100119,30.1,425,806,156
13223152,100122,30.1,425,806,156
13223478,100124,30.1,425,806,156
13223803,100117,30.1,425,806,156
13224129,100121,30.1,425,806,156
13224455,100118,30.1,425,806,156
13224780,100117,30.1,425,806,156
13225106,100124,30.1,425,806,156
13225433,100123,30.1,425,806,156
13225758,100121,30.1,425,806,156
13226084,100122,30.1,425,806,156
13226409,100122,30.1,425,806,156
13226735,100122,30.1,425,806,156
13227061,100124,30.1,425,806,156
13227392,100124,30.1,425,806,156
13227717,100122,30.1,425,806,156
13228043,100120,30.1,425,806,156
13228368,100121,30.1,425,806,156
13228694,100124,30.1,425,806,156
13229020,100121,30.1,425,806,156
13229345,100121,30.1,425,806,156
13229671,100122,30.1,425,806,156
13229997,100121,30.1,425,806,156
13230322,100120,30.1,425,806,156
13230648,100119,30.1,425,806,156
13230973,100120,30.1,425,806,156
13231299,100118,30.1,425,806,156
13231625,100124,30.2,425,806,156
13231953,100124,30.2,425,806,156
13232279,100124,30.1,425,806,156
13232605,100125,30.2,425,806,156
13232930,100123,30.2,425,806,156
13233256,100124,30.2,425,806,156
13233582,100122,30.2,425,806,156
13233907,100123,30.2,425,806,156
13234233,100125,30.2,425,806,156
13234558,100121,30.2,425,806,156
13234884,100121,30.2,425,806,156
13235210,100123,30.2,425,806,156
13235535,100125,30.2,425,806,156
13235861,100127,30.2,425,806,156
13236190,100127,30.2,425,806,156
13236515,100130,30.2,425,806,156
13236841,100126,30.2,425,806,156
13237167,100125,30.2,425,806,156
13237495,100123,30.2,425,806,156
13237821,100125,30.2,424,806,156
13238147,100122,30.2,424,806,156
13238472,100121,30.2,424,806,156
13238798,100121,30.2,424,806,156
13239123,100124,30.2,424,806,156
13239449,100124,30.2,424,806,156
13239776,100121,30.2,424,806,156
13240101,100121,30.2,424,806,156
13240427,100119,30.2,424,806,156
13240756,100119,30.2,424,806,156
13241081,100115,30.2,424,806,156
13241407,100121,30.2,424,806,156
13241733,100115,30.2,424,806,156
13242058,100116,30.2,424,806,156
13242385,100119,30.2,424,806,156
13242711,100119,30.2,424,806,156
13243036,100119,30.2,424,806,156
13243362,100124,30.2,424,806,156
13243687,100124,30.2,424,806,156
13244013,100122,30.2,424,806,156
13244339,100120,30.2,424,806,156
13244665,100124,30.2,424,806,156
13244993,100123,30.2,424,806,156
13245320,100121,30.2,424,806,156
13245645,100123,30.2,424,806,156
13245971,100119,30.2,424,806,156
13246297,100118,30.2,424,806,156
13246622,100121,30.2,424,806,156
13246948,100121,30.2,424,806,156
13247276,100117,30.2,424,806,156
13247601,100122,30.2,424,806,156
13247928,100121,30.2,424,806,156
13248253,100118,30.2,424,806,156
13248579,100119,30.2,424,806,156
13248905,100119,30.2,424,806,156
13249230,100122,30.2,424,806,156
13249559,100123,30.2,424,806,156
13249885,100124,30.2,424,806,156
13250210,100123,30.2,424,806,156
13250536,100121,30.2,424,806,156
13250862,100121,30.2,424,806,156
13251188,100123,30.2,424,806,156
13251514,100122,30.2,424,806,156
13251840,100121,30.2,424,806,156
13252165,100121,30.2,424,806,156
13252491,100118,30.2,423,806,156
13252816,100124,30.2,423,806,156
13253142,100120,30.2,423,806,156
13253469,100121,30.2,423,806,156
13253796,100126,30.2,423,806,156
13254123,100120,30.2,423,806,156
13254449,100124,30.2,423,806,156
13254774,100123,30.2,423,806,156
13255100,100121,30.2,423,806,156
13255426,100118,30.2,423,806,156
13255751,100122,30.2,423,806,156
13256077,100122,30.2,423,806,156
13256403,100123,30.2,423,806,156
13256729,100130,30.2,423,806,156
13257057,100125,30.2,423,806,156
13257382,100122,30.2,423,806,156
13257708,100124,30.2,423,806,156
13258034,100122,30.2,423,806,156
13258362,100123,30.2,423,806,156
13258688,100126,30.2,423,806,156
13259014,100123,30.2,423,806,156
13259340,100124,30.2,423,806,156
13259666,100122,30.2,423,806,156
13259992,100125,30.2,423,806,156
13260317,100126,30.2,423,806,156
13260643,100131,30.2,423,806,156
13260968,100126,30.2,423,806,156
13261294,100121,30.2,423,806,156
13261621,100130,30.2,423,806,156
13261946,100122,30.2,423,806,156
13262272,100122,30.2,423,806,156
13262601,100124,30.2,423,806,156
13262926,100126,30.2,423,806,156
13263252,100128,30.2,423,806,156
13263578,100127,30.2,423,806,156
13263903,100127,30.2,423,806,156
13264229,100126,30.2,423,806,156
13264555,100124,30.2,423,806,155
13264880,100124,30.2,423,806,156
13265206,100124,30.2,423,806,156
13265531,100124,30.2,423,806,156
13265857,100122,30.2,423,806,156
13266183,100125,30.2,423,806,155
13266508,100124,30.2,423,806,155
13266838,100122,30.2,423,806,155
13267164,100123,30.2,423,806,156
13267489,100122,30.2,423,806,156
13267815,100121,30.2,423,806,155
13268141,100120,30.2,423,806,155
13268466,100121,30.2,423,806,156
13268792,100123,30.2,422,806,155
13269117,100123,30.2,422,806,155
13269443,100121,30.2,422,806,155
13269769,100121,30.2,422,806,155
13270094,100120,30.2,422,806,155
13270420,100118,30.2,422,806,155
13270746,100121,30.2,422,805,155
13271071,100122,30.2,422,805,155
13271400,100121,30.2,422,805,155
13271726,100121,30.2,422,806,155
13272051,100121,30.2,422,805,155
13272377,100122,30.2,422,805,155
13272704,100122,30.2,422,805,155
13273029,100124,30.2,422,806,155
13273355,100123,30.2,422,805,155
13273680,100123,30.2,422,805,155
13274006,100124,30.2,422,805,155
13274332,100125,30.3,422,805,155
13274657,100123,30.2,422,805,155
13274984,100122,30.2,422,805,155
13275310,100121,30.3,422,805,155
13275638,100120,30.2,422,805,155
13275964,100122,30.3,422,805,155
13276290,100122,30.3,422,805,155
13276617,100120,30.2,422,805,155
13276943,100125,30.3,422,805,155
13277268,100123,30.3,422,805,155
13277594,100123,30.3,422,805,155
13277920,100123,30.3,422,805,155
13278246,100124,30.3,422,805,155
13278572,100119,30.3,422,805,155
13278898,100122,30.3,422,805,155
13279223,100115,30.3,422,805,155
13279549,100121,30.3,422,805,155
13279875,100121,30.3,422,805,155
13280203,100122,30.3,422,805,155
13280529,100125,30.3,422,805,155
13280856,100119,30.3,422,805,155
13281181,100122,30.3,422,805,155
13281507,100123,30.3,422,805,155
13281832,100121,30.3,422,805,155
13282158,100123,30.3,422,805,155
13282484,100122,30.3,422,805,155
13282809,100119,30.3,421,805,155
13283135,100118,30.3,421,805,155
13283462,100120,30.3,421,805,155
13283787,100119,30.3,421,805,155
13284113,100121,30.3,421,805,155
13284442,100119,30.3,421,805,155
13284767,100126,30.3,421,805,155
13285093,100121,30.3,421,805,155
13285419,100125,30.3,421,805,155
13285744,100127,30.3,421,805,155
13286070,100123,30.3,421,805,155
13286397,100119,30.3,421,805,155
13286724,100120,30.3,421,805,155
13287050,100121,30.3,421,805,155
13287375,100128,30.3,421,805,155
13287701,100125,30.3,421,805,155
13288027,100129,30.3,421,805,155
13288352,100122,30.3,421,805,155
13288678,100121,30.3,421,805,155
13289007,100125,30.3,421,805,155
13289332,100124,30.3,421,805,155
13289659,100122,30.3,421,805,155
13289985,100126,30.3,421,805,155
13290310,100127,30.3,421,805,155
13290636,100122,30.3,421,805,155
13290961,100128,30.3,421,805,155
13291287,100130,30.3,421,805,155
13291613,100127,30.3,421,805,155
13291939,100127,30.3,421,805,155
13292265,100128,30.3,421,805,155
13292591,100127,30.3,421,805,155
13292916,100125,30.3,421,805,155
13293245,100127,30.3,421,805,155
13293571,100122,30.3,421,805,155
13293896,100128,30.3,421,805,155
13294222,100122,30.3,421,805,155
13294548,100125,30.3,421,805,155
13294874,100126,30.3,421,805,155
13295200,100127,30.3,421,805,155
13295525,100123,30.3,421,805,155
13295851,100125,30.3,421,805,155
13296179,100124,30.3,421,805,155
13296504,100122,30.3,421,805,155
13296831,100120,30.3,421,805,155
13297157,100119,30.3,420,805,155
13297482,100121,30.3,420,805,155
13297811,100119,30.3,420,805,155
13298137,100123,30.3,420,805,155
13298462,100121,30.3,420,805,155
13298788,100119,30.3,420,805,155
13299113,100122,30.3,420,805,155
13299439,100121,30.3,420,805,155
13299765,100122,30.3,420,805,155
13300090,100121,30.3,420,805,155
13300416,100119,30.3,420,805,155
13300742,100123,30.3,420,805,155
13301067,100120,30.3,420,805,155
13301393,100124,30.3,420,805,155
13301719,100120,30.3,420,805,155
13302046,100127,30.3,420,805,155
13302372,100118,30.3,420,805,155
13302697,100122,30.3,420,805,155
13303023,100121,30.3,420,805,155
13303349,100120,30.3,420,805,155
13303675,100122,30.3,420,805,155
13304001,100121,30.3,420,805,155
13304327,100124,30.3,420,805,155
13304652,100118,30.3,420,805,155
13304978,100122,30.3,420,805,155
13305304,100120,30.3,420,805,155
13305629,100118,30.3,420,805,155
13305956,100119,30.3,420,805,155
13306281,100125,30.3,420,805,155
13306610,100117,30.3,420,805,155
13306936,100122,30.3,420,805,155
13307261,100124,30.3,420,805,155
13307588,100127,30.3,420,805,155
13307914,100124,30.3,420,805,155
13308239,100122,30.3,420,805,155
13308565,100125,30.3,420,805,155
13308891,100124,30.3,420,805,155
13309216,100124,30.3,420,805,155
13309543,100128,30.3,420,805,155
13309869,100128,30.3,420,805,155
13310194,100121,30.3,420,804,155
13310520,100125,30.3,420,805,155
13310849,100127,30.3,420,804,155
13311174,100128,30.3,420,805,155
13311500,100127,30.3,420,805,155
13311825,100125,30.3,420,805,155
13312152,100131,30.3,419,805,155
13312478,100129,30.3,419,805,155
13312803,100123,30.3,419,804,155
13313129,100127,30.3,419,805,155
13313455,100128,30.3,419,805,155
13313780,100124,30.3,419,805,155
13314106,100121,30.3,419,805,155
13314433,100121,30.3,419,805,155
13314758,100122,30.3,419,805,155
13315084,100124,30.3,419,805,155
13315412,100128,30.3,419,804,155
13315740,100125,30.3,419,805,155
13316066,100124,30.3,419,804,155
13316391,100125,30.3,419,805,155
13316717,100123,30.3,419,804,155
13317043,100125,30.3,419,804,155
13317368,100125,30.3,419,804,155
13317695,100126,30.3,419,804,155
13318021,100127,30.3,419,804,155
13318346,100127,30.3,419,804,155
13318672,100124,30.3,419,804,155
13318998,100124,30.3,419,804,155
13319323,100123,30.3,419,804,155
13319652,100128,30.3,419,804,155
13319977,100128,30.4,419,804,155
13320303,100129,30.3,419,804,155
13320629,100124,30.3,419,804,155
13320955,100125,30.3,419,804,155
